year,region,pounds,dollars,sector,annual,cpi_adjustment_factor,dollars_adjusted,council_id,council_name
2023,South Atlantic,97538716.0,171271020.0,Commercial,304.702,1.0,171271020.0,3,South Atlantic
2023,Pacific Coast,865173365.0,621488827.0,Commercial,304.702,1.0,621488827.0,5,Pacific
2023,New England,415966992.0,1350533650.0,Commercial,304.702,1.0,1350533650.0,1,New England
2023,Middle Atlantic,494771745.0,404779243.0,Commercial,304.702,1.0,404779243.0,2,Mid-Atlantic
2023,Hawaii,28921571.0,124046295.0,Commercial,304.702,1.0,124046295.0,8,Western Pacific
2023,Gulf,1265729615.0,794374981.0,Commercial,304.702,1.0,794374981.0,4,Gulf of Mexico
2023,Alaska,5282176253.0,1613434289.0,Commercial,304.702,1.0,1613434289.0,6,North Pacific
2022,South Atlantic,91047587.0,173383793.0,Commercial,292.655,1.0411645111137688,180521052.0738959,3,South Atlantic
2022,Pacific Coast,1041682743.0,711517989.0,Commercial,292.655,1.0411645111137688,740807279.1658369,5,Pacific
2022,New England,428437642.0,1415570606.0,Commercial,292.655,1.0411645111137688,1473841877.9430115,1,New England
2022,Middle Atlantic,506980668.0,415107120.0,Commercial,292.655,1.0411645111137688,432194801.65464455,2,Mid-Atlantic
2022,Hawaii,29185479.0,135159775.0,Commercial,292.655,1.0411645111137688,140723561.06012198,8,Western Pacific
2022,Gulf,1381227364.0,913107354.0,Commercial,292.655,1.0411645111137688,950694971.821797,4,Gulf of Mexico
2022,Alaska,4818064002.0,2074780279.0,Commercial,292.655,1.0411645111137688,2160187594.8535237,6,North Pacific
2021,South Atlantic,96217606.0,206983351.0,Commercial,270.97,1.1244861054729305,232749902.2637266,3,South Atlantic
2021,Pacific Coast,963951610.0,742647698.0,Commercial,270.97,1.1244861054729305,835097017.662457,5,Pacific
2021,New England,501255108.0,1954589161.0,Commercial,270.97,1.1244861054729305,2197908353.4524927,1,New England
2021,Middle Atlantic,568491605.0,509688852.0,Commercial,270.97,1.1244861054729305,573138032.1884489,2,Mid-Atlantic
2021,Hawaii,29636997.0,129108026.0,Commercial,270.97,1.1244861054729305,145180181.34203786,8,Western Pacific
2021,Gulf,1140663242.0,923053756.0,Commercial,270.97,1.1244861054729305,1037961123.2266006,4,Gulf of Mexico
2021,Alaska,5272136213.0,2049565003.0,Commercial,270.97,1.1244861054729305,2304707368.137085,6,North Pacific
2020,South Atlantic,103494057.0,184091953.0,Commercial,258.811,1.177314720008037,216734166.1019277,3,South Atlantic
2020,Pacific Coast,936767819.0,554792661.0,Commercial,258.811,1.177314720008037,653165566.3477287,5,Pacific
2020,New England,485044467.0,1210205248.0,Commercial,258.811,1.177314720008037,1424792452.701377,1,New England
2020,Middle Atlantic,559394206.0,536136210.0,Commercial,258.811,1.177314720008037,631201051.9623201,2,Mid-Atlantic
2020,Hawaii,27261494.0,83828568.0,Commercial,258.811,1.177314720008037,98692607.06359468,8,Western Pacific
2020,Gulf,1221271981.0,755359050.0,Commercial,258.811,1.177314720008037,889295328.4562868,4,Gulf of Mexico
2020,Alaska,5061552232.0,1504910109.0,Commercial,258.811,1.177314720008037,1771752823.6145995,6,North Pacific
2019,South Atlantic,118328871.0,201555185.0,Commercial,255.657,1.1918390656230808,240221343.3618872,3,South Atlantic
2019,Pacific Coast,1006433198.0,646336225.0,Commercial,255.657,1.1918390656230808,770328762.4823494,5,Pacific
2019,New England,516480194.0,1505463904.0,Commercial,255.657,1.1918390656230808,1794270692.6726356,1,New England
2019,Middle Atlantic,644739061.0,498276219.0,Commercial,255.657,1.1918390656230808,593865063.2751616,2,Mid-Atlantic
2019,Hawaii,34732450.0,109653295.0,Commercial,255.657,1.1918390656230808,130689080.65529205,8,Western Pacific
2019,Gulf,1413255885.0,828866977.0,Commercial,255.657,1.1918390656230808,987876043.3935076,4,Gulf of Mexico
2019,Alaska,5631389035.0,1754110799.0,Commercial,255.657,1.1918390656230808,2090617775.6795158,6,North Pacific
2018,South Atlantic,97338302.0,175837730.0,Commercial,251.107,1.2134349102175566,213367640.11540896,3,South Atlantic
2018,Pacific Coast,1099864127.0,732678572.0,Commercial,251.107,1.2134349102175566,889057757.2331475,5,Pacific
2018,New England,596572971.0,1454536596.0,Commercial,251.107,1.2134349102175566,1764985483.7754104,1,New England
2018,Middle Atlantic,629586129.0,478005701.0,Commercial,251.107,1.2134349102175566,580028804.8764151,2,Mid-Atlantic
2018,Hawaii,35636347.0,118795859.0,Commercial,251.107,1.2134349102175566,144151042.49988252,8,Western Pacific
2018,Gulf,1543096907.0,890570943.0,Commercial,251.107,1.2134349102175566,1080649872.2615697,4,Gulf of Mexico
2018,Great Lakes,11798048.0,15226239.0,Commercial,251.107,1.2134349102175566,18476049.953916058,9,Great Lakes
2018,Alaska,5406034809.0,1717154156.0,Commercial,251.107,1.2134349102175566,2083654799.115564,6,North Pacific
2017,South Atlantic,111091646.0,204184399.0,Commercial,245.12,1.243072780678851,253816068.63617003,3,South Atlantic
2017,Pacific Coast,1187267275.0,736788178.0,Commercial,245.12,1.243072780678851,915881329.1977643,5,Pacific
2017,New England,578961144.0,1334207076.0,Commercial,245.12,1.243072780678851,1658516499.9647193,1,New England
2017,Middle Atlantic,617702905.0,510747958.0,Commercial,245.12,1.243072780678851,634896884.377105,2,Mid-Atlantic
2017,Hawaii,37420179.0,116550356.0,Commercial,245.12,1.243072780678851,144880575.12203002,8,Western Pacific
2017,Gulf,1401487200.0,872814049.0,Commercial,245.12,1.243072780678851,1084971386.905997,4,Gulf of Mexico
2017,Great Lakes,12943410.0,17716445.0,Commercial,245.12,1.243072780678851,22022830.549893927,9,Great Lakes
2017,Alaska,6006230879.0,2003021420.0,Commercial,245.12,1.243072780678851,2489901406.318701,6,North Pacific
2016,South Atlantic,106885656.0,190483241.0,Commercial,240.007,1.2695546379897253,241828882.07086462,3,South Atlantic
2016,Pacific Coast,958224519.0,726102114.0,Commercial,240.007,1.2695546379897253,921826306.4828442,5,Pacific
2016,New England,624389257.0,1431099813.0,Commercial,240.007,1.2695546379897253,1816859405.0203786,1,New England
2016,Middle Atlantic,589320973.0,550650013.0,Commercial,240.007,1.2695546379897253,699080277.9132526,2,Mid-Atlantic
2016,Hawaii,35054961.0,118148142.0,Commercial,240.007,1.2695546379897253,149995521.64596868,8,Western Pacific
2016,Gulf,1737121436.0,890086294.0,Commercial,240.007,1.2695546379897253,1130013182.7587862,4,Gulf of Mexico
2016,Great Lakes,13351428.0,16779673.0,Commercial,240.007,1.2695546379897253,21302711.68110097,9,Great Lakes
2016,Alaska,5585909187.0,1550842117.0,Commercial,240.007,1.2695546379897253,1968878802.4271543,6,North Pacific
2015,South Atlantic,115578135.0,201201514.0,Commercial,237.017,1.2855702333587886,258658677.30512157,3,South Atlantic
2015,Pacific Coast,761705190.0,587903719.0,Commercial,237.017,1.2855702333587886,755791521.2273297,5,Pacific
2015,New England,608514141.0,1278116765.0,Commercial,237.017,1.2855702333587886,1643108867.84083,1,New England
2015,Middle Atlantic,644387047.0,527713500.0,Commercial,237.017,1.2855702333587886,678412767.3415831,2,Mid-Atlantic
2015,Hawaii,36647567.0,111029236.0,Commercial,237.017,1.2855702333587886,142735880.83416802,8,Western Pacific
2015,Gulf,1553292149.0,853706070.0,Commercial,237.017,1.2855702333587886,1097499111.6297143,4,Gulf of Mexico
2015,Great Lakes,14754908.0,19162932.0,Commercial,237.017,1.2855702333587886,24635294.9630786,9,Great Lakes
2015,Alaska,6014135661.0,1767789837.0,Commercial,237.017,1.2855702333587886,2272617993.281385,6,North Pacific
2014,South Atlantic,115277179.0,193529190.0,Commercial,236.736,1.287096174641795,249090680.13052514,3,South Atlantic
2014,Pacific Coast,1217264648.0,757102169.0,Commercial,236.736,1.287096174641795,974463305.5329058,5,Pacific
2014,New England,659753185.0,1243097024.0,Commercial,236.736,1.287096174641795,1599985424.2989998,1,New England
2014,Middle Atlantic,595627319.0,478360275.0,Commercial,236.736,1.287096174641795,615695680.0530971,2,Mid-Atlantic
2014,Hawaii,33436492.0,101299503.0,Commercial,236.736,1.287096174641795,130382202.80441505,8,Western Pacific
2014,Gulf,1243723584.0,1057432674.0,Commercial,236.736,1.287096174641795,1361017549.6466444,4,Gulf of Mexico
2014,Great Lakes,14948923.0,22344887.0,Commercial,236.736,1.287096174641795,28760018.580503177,9,Great Lakes
2014,Alaska,5671337204.0,1712192539.0,Commercial,236.736,1.287096174641795,2203756467.1971226,6,North Pacific
2013,South Atlantic,103349530.0,167466619.0,Commercial,232.957,1.3079752915774157,219042199.81600899,3,South Atlantic
2013,Pacific Coast,1268352448.0,812944928.0,Commercial,232.957,1.3079752915774157,1063311879.2371812,5,Pacific
2013,New England,634757399.0,1162418400.0,Commercial,232.957,1.3079752915774157,1520414545.674953,1,New England
2013,Middle Atlantic,586710873.0,440211036.0,Commercial,232.957,1.3079752915774157,575785158.1676962,2,Mid-Atlantic
2013,Hawaii,32400139.0,107876425.0,Commercial,232.957,1.3079752915774157,141099698.44370422,8,Western Pacific
2013,Gulf,1351757697.0,930694192.0,Commercial,232.957,1.3079752915774157,1217325007.1506073,4,Gulf of Mexico
2013,Great Lakes,15882926.0,21015648.0,Commercial,232.957,1.3079752915774157,27487948.320488334,9,Great Lakes
2013,Alaska,5791755145.0,1878360114.0,Commercial,232.957,1.3079752915774157,2456848617.796538,6,North Pacific
2012,South Atlantic,111571816.0,176969300.0,Commercial,229.594,1.3271339843375698,234861972.2144307,3,South Atlantic
2012,Pacific Coast,1086042401.0,683164954.0,Commercial,229.594,1.3271339843375698,906651427.3618126,5,Pacific
2012,New England,691304605.0,1271514648.0,Commercial,229.594,1.3271339843375698,1687470300.9438226,1,New England
2012,Middle Atlantic,762665043.0,510012290.0,Commercial,229.594,1.3271339843375698,676854642.4888281,2,Mid-Atlantic
2012,Hawaii,31044584.0,112420244.0,Commercial,229.594,1.3271339843375698,149196726.33992177,8,Western Pacific
2012,Gulf,1669006559.0,781453404.0,Commercial,229.594,1.3271339843375698,1037093369.6246766,4,Gulf of Mexico
2012,Great Lakes,18725404.0,23022353.0,Commercial,229.594,1.3271339843375698,30553747.065716002,9,Great Lakes
2012,Alaska,5346482209.0,1968960849.0,Commercial,229.594,1.3271339843375698,2613074856.538054,6,North Pacific
2011,South Atlantic,126566326.0,174977876.0,Commercial,224.939,1.3545983577769973,237024743.47690707,3,South Atlantic
2011,Pacific Coast,1190480753.0,714535703.0,Commercial,224.939,1.3545983577769973,967908889.8568323,5,Pacific
2011,New England,619757242.0,1125561888.0,Commercial,224.939,1.3545983577769973,1524684285.0611765,1,New England
2011,Middle Atlantic,798969438.0,554146858.0,Commercial,224.939,1.3545983577769973,750646423.814083,2,Mid-Atlantic
2011,Hawaii,29365819.0,91922057.0,Commercial,224.939,1.3545983577769973,124517467.45568354,8,Western Pacific
2011,Gulf,1768720243.0,805845347.0,Commercial,224.939,1.3545983577769973,1091596783.6684346,4,Gulf of Mexico
2011,Great Lakes,18347844.0,19955881.0,Commercial,224.939,1.3545983577769973,27032203.630593184,9,Great Lakes
2011,Alaska,5355241900.0,2021004679.0,Commercial,224.939,1.3545983577769973,2737649619.2330275,6,North Pacific
2010,South Atlantic,121272784.0,167702568.0,Commercial,218.056,1.3973566423304105,234340297.33066735,3,South Atlantic
2010,Pacific Coast,1091168262.0,560579878.0,Commercial,218.056,1.3973566423304105,783330016.0800711,5,Pacific
2010,New England,607185102.0,1036025721.0,Commercial,218.056,1.3973566423304105,1447697422.8645027,1,New England
2010,Middle Atlantic,812410338.0,522517832.0,Commercial,218.056,1.3973566423304105,730143763.2812855,2,Mid-Atlantic
2010,Hawaii,27429346.0,83597749.0,Commercial,218.056,1.3973566423304105,116815869.84902042,8,Western Pacific
2010,Gulf,1276068040.0,604310342.0,Commercial,218.056,1.3973566423304105,844437070.422662,4,Gulf of Mexico
2010,Great Lakes,17811745.0,17241931.0,Commercial,218.056,1.3973566423304105,24093126.809452616,9,Great Lakes
2010,Alaska,4349445619.0,1643438470.0,Commercial,218.056,1.3973566423304105,2296469662.315827,6,North Pacific
2009,South Atlantic,115214169.0,148390899.0,Commercial,214.537,1.420277154989582,210756203.8580664,3,South Atlantic
2009,Pacific Coast,914130070.0,485373299.0,Commercial,214.537,1.420277154989582,689364608.2116277,5,Pacific
2009,New England,662612646.0,823577367.0,Commercial,214.537,1.420277154989582,1169708119.7165709,1,New England
2009,Middle Atlantic,698884159.0,439344356.0,Commercial,214.537,1.420277154989582,623990752.0004101,2,Mid-Atlantic
2009,Hawaii,26444578.0,71298520.0,Commercial,214.537,1.420277154989582,101263659.14056782,8,Western Pacific
2009,Gulf,1597918545.0,636320635.0,Commercial,214.537,1.420277154989582,903751661.1389643,4,Gulf of Mexico
2009,Great Lakes,19234656.0,18042175.0,Commercial,214.537,1.420277154989582,25624888.978824165,9,Great Lakes
2009,Alaska,4070999338.0,1302843586.0,Commercial,214.537,1.420277154989582,1850398981.720505,6,North Pacific
2008,South Atlantic,118696429.0,167559993.0,Commercial,215.303,1.4152241259991734,237134944.6458526,3,South Atlantic
2008,Pacific Coast,1104278063.0,488461457.0,Commercial,215.303,1.4152241259991734,691282438.5671078,5,Pacific
2008,New England,623448105.0,865505597.0,Commercial,215.303,1.4152241259991734,1224884402.0617177,1,New England
2008,Middle Atlantic,687069833.0,449943243.0,Commercial,215.303,1.4152241259991734,636770532.8239087,2,Mid-Atlantic
2008,Hawaii,30627244.0,85208588.0,Commercial,215.303,1.4152241259991734,120589249.47992365,8,Western Pacific
2008,Gulf,1294855864.0,674241337.0,Commercial,215.303,1.4152241259991734,954202606.8683391,4,Gulf of Mexico
2008,Great Lakes,17263103.0,16627480.0,Commercial,215.303,1.4152241259991734,23531610.850568734,9,Great Lakes
2008,Alaska,4534585512.0,1757258133.0,Commercial,215.303,1.4152241259991734,2486914105.429864,6,North Pacific
2007,South Atlantic,106898230.0,153990975.0,Commercial,207.342,1.4695623655602819,226299341.49593422,3,South Atlantic
2007,Pacific Coast,1133947896.0,445418499.0,Commercial,207.342,1.4695623655602819,654570263.0547501,5,Pacific
2007,New England,593733398.0,916424049.0,Commercial,207.342,1.4695623655602819,1346742293.3047717,1,New England
2007,Middle Atlantic,749616898.0,421089703.0,Commercial,207.342,1.4695623655602819,618817580.0537565,2,Mid-Atlantic
2007,Hawaii,28924728.0,75885756.0,Commercial,207.342,1.4695623655602819,111518851.09969035,8,Western Pacific
2007,Gulf,1410403004.0,692443181.0,Commercial,207.342,1.4695623655602819,1017588439.0864464,4,Gulf of Mexico
2007,Great Lakes,18285090.0,16767012.0,Commercial,207.342,1.4695623655602819,24640169.818097632,9,Great Lakes
2007,Alaska,5314474152.0,1541000722.0,Commercial,207.342,1.4695623655602819,2264596666.352422,6,North Pacific
2006,South Atlantic,114549226.0,140442311.0,Commercial,201.6,1.511418650793651,212267128.20596233,3,South Atlantic
2006,Pacific Coast,1191740841.0,455700686.0,Commercial,201.6,1.511418650793651,688754515.9998611,5,Pacific
2006,New England,748782901.0,1132896386.0,Commercial,201.6,1.511418650793651,1712280727.217123,1,New England
2006,Middle Atlantic,690899480.0,374202075.0,Commercial,201.6,1.511418650793651,565575995.3206846,2,Mid-Atlantic
2006,Hawaii,25709446.0,66185720.0,Commercial,201.6,1.511418650793651,100034331.62420635,8,Western Pacific
2006,Gulf,1416966099.0,682268830.0,Commercial,201.6,1.511418650793651,1031193834.5171628,4,Gulf of Mexico
2006,Great Lakes,18775484.0,14503682.0,Commercial,201.6,1.511418650793651,21921135.47998016,9,Great Lakes
2006,Alaska,5421263745.0,1342293878.0,Commercial,201.6,1.511418650793651,2028768002.0553374,6,North Pacific
2005,South Atlantic,123383569.0,131508598.0,Commercial,195.3,1.560174091141833,205176307.36198667,3,South Atlantic
2005,Pacific Coast,1158353316.0,400409108.0,Commercial,195.3,1.560174091141833,624707916.158812,5,Pacific
2005,New England,701379950.0,977935353.0,Commercial,195.3,1.560174091141833,1525749400.5622425,1,New England
2005,Middle Atlantic,709968541.0,450274355.0,Commercial,195.3,1.560174091141833,702506382.5766001,2,Mid-Atlantic
2005,Hawaii,28109338.0,71107810.0,Commercial,195.3,1.560174091141833,110940562.83983614,8,Western Pacific
2005,Gulf,1193584910.0,618033738.0,Commercial,195.3,1.560174091141833,964240225.4791397,4,Gulf of Mexico
2005,Great Lakes,18401993.0,13575614.0,Commercial,195.3,1.560174091141833,21180321.234142344,9,Great Lakes
2005,Alaska,5651307334.0,1287886961.0,Commercial,195.3,1.560174091141833,2009327868.8715923,6,North Pacific
2004,South Atlantic,200434134.0,162150225.0,Commercial,188.9,1.6130333509793542,261553720.79380625,3,South Atlantic
2004,Pacific Coast,1064296520.0,400661956.0,Commercial,188.9,1.6130333509793542,646281097.4966226,5,Pacific
2004,New England,731962598.0,833589639.0,Commercial,188.9,1.6130333509793542,1344607888.7378402,1,New England
2004,Middle Atlantic,762654974.0,410464365.0,Commercial,188.9,1.6130333509793542,662092710.1335628,2,Mid-Atlantic
2004,Hawaii,24458917.0,57704714.0,Commercial,188.9,1.6130333509793542,93079628.19072525,8,Western Pacific
2004,Gulf,1452121853.0,641809626.0,Commercial,188.9,1.6130333509793542,1035260331.717586,4,Gulf of Mexico
2004,Great Lakes,16733198.0,12433119.0,Commercial,188.9,1.6130333509793542,20055035.603695076,9,Great Lakes
2004,Alaska,5354643130.0,1202463755.0,Commercial,188.9,1.6130333509793542,1939614140.1588671,6,North Pacific
2003,South Atlantic,197369622.0,156451803.0,Commercial,184.0,1.6559891304347827,259082485.20492393,3,South Atlantic
2003,Pacific Coast,797941224.0,395759019.0,Commercial,184.0,1.6559891304347827,655372633.7355326,5,Pacific
2003,New England,660518315.0,690815001.0,Commercial,184.0,1.6559891304347827,1143982132.7972934,1,New England
2003,Middle Atlantic,710759432.0,357221030.0,Commercial,184.0,1.6559891304347827,591554142.8427174,2,Mid-Atlantic
2003,Hawaii,23784168.0,52842665.0,Commercial,184.0,1.6559891304347827,87506878.86320652,8,Western Pacific
2003,Gulf,1595895410.0,662902465.0,Commercial,184.0,1.6559891304347827,1097759276.578424,4,Gulf of Mexico
2003,Great Lakes,16623850.0,12380177.0,Commercial,184.0,1.6559891304347827,20501438.544858698,9,Great Lakes
2003,Alaska,5305959744.0,989781418.0,Commercial,184.0,1.6559891304347827,1639067269.7143261,6,North Pacific
2002,South Atlantic,216041785.0,170667823.0,Commercial,179.9,1.6937298499166202,289065186.2353863,3,South Atlantic
2002,Pacific Coast,882703009.0,323935320.0,Commercial,179.9,1.6937298499166202,548658920.9262923,5,Pacific
2002,New England,589024867.0,696501697.0,Commercial,179.9,1.6937298499166202,1179685714.7264812,1,New England
2002,Middle Atlantic,702265512.0,342440684.0,Commercial,179.9,1.6937298499166202,580002008.3166648,2,Mid-Atlantic
2002,Hawaii,23300463.0,51307129.0,Commercial,179.9,1.6937298499166202,86900415.90082267,8,Western Pacific
2002,Gulf,1728898619.0,681646425.0,Commercial,179.9,1.6937298499166202,1154524897.1114507,4,Gulf of Mexico
2002,Great Lakes,17474630.0,13173555.0,Commercial,179.9,1.6937298499166202,22312443.333018344,9,Great Lakes
2002,Alaska,5066262841.0,811545335.0,Commercial,179.9,1.6937298499166202,1374538558.4500833,6,North Pacific
2001,South Atlantic,199127620.0,177614853.0,Commercial,177.1,1.7205081874647092,305587808.8018408,3,South Atlantic
2001,Pacific Coast,914007986.0,320922957.0,Commercial,177.1,1.7205081874647092,552150575.0638849,5,Pacific
2001,New England,631497979.0,638077757.0,Commercial,177.1,1.7205081874647092,1097818005.157617,1,New England
2001,Middle Atlantic,835471349.0,348300485.0,Commercial,177.1,1.7205081874647092,599253836.1404291,2,Mid-Atlantic
2001,Hawaii,20729134.0,42947659.0,Commercial,177.1,1.7205081874647092,73891798.94194241,8,Western Pacific
2001,Gulf,1613163314.0,807403056.0,Commercial,177.1,1.7205081874647092,1389143568.432027,4,Gulf of Mexico
2001,Great Lakes,17850743.0,15543331.0,Commercial,177.1,1.7205081874647092,26742428.245974027,9,Great Lakes
2001,Alaska,5036338447.0,869884842.0,Commercial,177.1,1.7205081874647092,1496643992.812445,6,North Pacific
2000,South Atlantic,221638632.0,220094673.0,Commercial,172.2,1.7694657375145182,389449982.8829617,3,South Atlantic
2000,Pacific Coast,1026881288.0,359225974.0,Commercial,172.2,1.7694657375145182,635638053.0182811,5,Pacific
2000,New England,576194048.0,688501385.0,Commercial,172.2,1.7694657375145182,1218279610.9887922,1,New England
2000,Middle Atlantic,715405136.0,347403004.0,Commercial,172.2,1.7694657375145182,614717712.6876191,2,Mid-Atlantic
2000,Hawaii,32531330.0,68447404.0,Commercial,172.2,1.7694657375145182,121115336.19981419,8,Western Pacific
2000,Gulf,1795395790.0,997270263.0,Commercial,172.2,1.7694657375145182,1764635561.4205925,4,Gulf of Mexico
2000,Great Lakes,18819894.0,17845408.0,Commercial,172.2,1.7694657375145182,31576838.027967483,9,Great Lakes
2000,Alaska,4465987099.0,956989763.0,Commercial,172.2,1.7694657375145182,1693360596.780639,6,North Pacific
1999,South Atlantic,215676429.0,204680750.0,Commercial,166.6,1.8289435774309724,374349543.1362545,3,South Atlantic
1999,Pacific Coast,976099158.0,340962421.0,Commercial,166.6,1.8289435774309724,623601030.0332654,5,Pacific
1999,New England,584063783.0,662196670.0,Commercial,166.6,1.8289435774309724,1211120346.592677,1,New England
1999,Middle Atlantic,753181222.0,350619940.0,Commercial,166.6,1.8289435774309724,641264087.3822329,2,Mid-Atlantic
1999,Hawaii,36906840.0,64556518.0,Commercial,166.6,1.8289435774309724,118070228.97740696,8,Western Pacific
1999,Gulf,2004445898.0,823364392.0,Commercial,166.6,1.8289435774309724,1505887016.6337576,4,Gulf of Mexico
1999,Great Lakes,22247067.0,18509088.0,Commercial,166.6,1.8289435774309724,33852077.62170468,9,Great Lakes
1999,Alaska,4492648689.0,1103137968.0,Commercial,166.6,1.8289435774309724,2017577101.5938535,6,North Pacific
1998,South Atlantic,240991054.0,198067441.0,Commercial,163.0,1.8693374233128834,370254879.8011166,3,South Atlantic
1998,Pacific Coast,653537355.0,270364411.0,Commercial,163.0,1.8693374233128834,505402311.4142454,5,Pacific
1998,New England,603560218.0,540453707.0,Commercial,163.0,1.8693374233128834,1010290340.063276,1,New England
1998,Middle Atlantic,915722982.0,355913851.0,Commercial,163.0,1.8693374233128834,665323081.1497055,2,Mid-Atlantic
1998,Hawaii,36426030.0,62064800.0,Commercial,163.0,1.8693374233128834,116020053.31042945,8,Western Pacific
1998,Gulf,1576300733.0,786449596.0,Commercial,163.0,1.8693374233128834,1470139661.3520982,4,Gulf of Mexico
1998,Great Lakes,24535079.0,16025475.0,Commercial,163.0,1.8693374233128834,29957020.14386503,9,Great Lakes
1998,Alaska,4935227163.0,974626438.0,Commercial,163.0,1.8693374233128834,1821905674.3035338,6,North Pacific
1997,South Atlantic,301168057.0,223837661.0,Commercial,160.5,1.8984548286604361,424945688.3615078,3,South Atlantic
1997,Pacific Coast,1004004698.0,376331081.0,Commercial,160.5,1.8984548286604361,714447557.8994517,5,Pacific
1997,New England,649088765.0,573467862.0,Commercial,160.5,1.8984548286604361,1088702831.6954765,1,New England
1997,Middle Atlantic,905486275.0,358236236.0,Commercial,160.5,1.8984548286604361,680095312.0353396,2,Mid-Atlantic
1997,Hawaii,36568000.0,68693000.0,Commercial,160.5,1.8984548286604361,130410557.54517134,8,Western Pacific
1997,Gulf,1811649757.0,770716860.0,Commercial,160.5,1.8984548286604361,1463171144.3970094,4,Gulf of Mexico
1997,Great Lakes,27124175.0,16276868.0,Commercial,160.5,1.8984548286604361,30900898.650068536,9,Great Lakes
1997,Alaska,4876386978.0,1182025467.0,Commercial,160.5,1.8984548286604361,2244021955.425757,6,North Pacific
1996,South Atlantic,271349897.0,213841056.0,Commercial,156.9,1.9420140216698534,415282329.16068834,3,South Atlantic
1996,Pacific Coast,965430453.0,393997477.0,Commercial,156.9,1.9420140216698534,765148624.8365456,5,Pacific
1996,New England,650434568.0,570835473.0,Commercial,156.9,1.9420140216698534,1108570492.632543,1,New England
1996,Middle Atlantic,984763236.0,345194894.0,Commercial,156.9,1.9420140216698534,670373324.3568387,2,Mid-Atlantic
1996,Hawaii,31870000.0,64288000.0,Commercial,156.9,1.9420140216698534,124848197.42511153,8,Western Pacific
1996,Gulf,1519937850.0,714870658.0,Commercial,156.9,1.9420140216698534,1388288841.5163543,4,Gulf of Mexico
1996,Great Lakes,27272546.0,16605925.0,Commercial,156.9,1.9420140216698534,32248939.19279796,9,Great Lakes
1996,Alaska,4917426105.0,1219838580.0,Commercial,156.9,1.9420140216698534,2368943626.533843,6,North Pacific
1995,South Atlantic,274158369.0,247966795.0,Commercial,152.4,1.9993569553805774,495774136.2866798,3,South Atlantic
1995,Pacific Coast,938287917.0,371375356.0,Commercial,152.4,1.9993569553805774,742511901.075538,5,Pacific
1995,New England,601240807.0,564910085.0,Commercial,152.4,1.9993569553805774,1129456907.609383,1,New England
1995,Middle Atlantic,1095992289.0,361851387.0,Commercial,152.4,1.9993569553805774,723470087.412559,2,Mid-Atlantic
1995,Hawaii,29892000.0,59847000.0,Commercial,152.4,1.9993569553805774,119655515.70866142,8,Western Pacific
1995,Gulf,1488960975.0,764269570.0,Commercial,152.4,1.9993569553805774,1528047680.5652232,4,Gulf of Mexico
1995,Great Lakes,27832139.0,16735787.0,Commercial,152.4,1.9993569553805774,33460812.14221785,9,Great Lakes
1995,Alaska,5201930987.0,1414386839.0,Commercial,152.4,1.9993569553805774,2827864164.153399,6,North Pacific
1994,South Atlantic,286562918.0,220193377.0,Commercial,148.2,2.0560188933873147,452721743.3107558,3,South Atlantic
1994,Pacific Coast,856161516.0,345151981.0,Commercial,148.2,2.0560188933873147,709638994.0260595,5,Pacific
1994,New England,553657525.0,551816834.0,Commercial,148.2,2.0560188933873147,1134545836.3931715,1,New England
1994,Middle Atlantic,928605104.0,337192495.0,Commercial,148.2,2.0560188933873147,693274140.4284077,2,Mid-Atlantic
1994,Hawaii,27090000.0,62451000.0,Commercial,148.2,2.0560188933873147,128400435.91093118,8,Western Pacific
1994,Gulf,2161422246.0,790219742.0,Commercial,148.2,2.0560188933873147,1624706719.4796493,4,Gulf of Mexico
1994,Great Lakes,30345390.0,19212677.0,Commercial,148.2,2.0560188933873147,39501626.904547915,9,Great Lakes
1994,Alaska,5241909121.0,1367951181.0,Commercial,148.2,2.0560188933873147,2812533473.3674903,6,North Pacific
