"Year","Place Name","Paid Fishing License Holders","Resident Fishing Licenses, Tags, Permits and Stamps","Non-Resident Fishing Licenses,
Tags, Permits and Stamps","Gross Cost ($2024) - Fishing Licenses","Cost ($2024)- Resident Fishing Licenses,Tags, Permits and Stamps","Cost ($2024) - Non-Resident Fishing Licenses,Tags, Permits and Stamps"
"2002-01-01 00:00:00","FLORIDA",1180331,1445529,534732,36779424,24264815,12514609
"2002-01-01 00:00:00","GEORGIA",674548,752735,86771,13555722,12342448,1213274
"2002-01-01 00:00:00","HAWAII",5009,4968,311,38248,33048,5200
"2002-01-01 00:00:00","IDAHO",439606,366338,182827,12839062,7233723,5605339
"2002-01-01 00:00:00","ILLINOIS",756810,803927,33232,15103498,14025439,1078058
"2002-01-01 00:00:00","INDIANA",628392,588014,91154,9781029,8221897,1559132
"2002-01-01 00:00:00","IOWA",404571,395976,44172,8145380,7151445,993936
"2002-01-01 00:00:00","KANSAS",312990,273710,49516,7316905,6430897,886007
"2002-01-01 00:00:00","KENTUCKY",624859,557760,114348,12666336,9202499,3463837
"2002-01-01 00:00:00","LOUISIANA",680443,898993,116575,12815838,8911551,3904287
"2002-01-01 00:00:00","MAINE",272169,188820,83349,9522086,5748078,3774008
"2002-01-01 00:00:00","MARYLAND",376980,438094,93710,9185126,7255000,1930126
"2002-01-01 00:00:00","MASSACHUSETTS",181790,357913,18570,7693746,7178195,515550
"2002-01-01 00:00:00","MICHIGAN",1271245,1111119,304431,36083838,28661421,7422417
"2002-01-01 00:00:00","MINNESOTA",1565443,1169086,247757,38942899,27762600,11180299
"2002-01-01 00:00:00","MISSISSIPPI",421142,395741,74350,7423838,6019215,1404623
"2002-01-01 00:00:00","MISSOURI",899008,1187847,207571,20618361,14744867,5873495
"2002-01-01 00:00:00","MONTANA",384806,244272,353044,13664990,5263588,8401402
"2002-01-01 00:00:00","N. MARIANA ISLANDS",556,379,177,4933,3101,1832
"2002-01-01 00:00:00","NEBRASKA",219649,380732,57153,6649930,5618105,1031825
"2002-01-01 00:00:00","NEVADA",170578,227993,47585,5187107,4160710,1026397
"2002-01-01 00:00:00","NEW HAMPSHIRE",160665,223066,77604,6205019,3820433,2384586
"2002-01-01 00:00:00","NEW JERSEY",172284,238110,10447,8495419,8005603,489816
"2002-01-01 00:00:00","NEW MEXICO",242311,208191,88816,6626151,4509690,2116461
"2002-01-01 00:00:00","NEW YORK",1041651,871054,174665,22306049,15162456,7143593
"2002-01-01 00:00:00","NORTH CAROLINA",650375,642736,59156,19955133,17878592,2076541
"2002-01-01 00:00:00","NORTH DAKOTA",165125,139677,31127,2498171,1769290,728881
"2002-01-01 00:00:00","OHIO",955376,846262,109114,20479753,17700991,2778762
"2002-01-01 00:00:00","OKLAHOMA",651027,435470,96663,12886865,10762720,2124145
"2002-01-01 00:00:00","OREGON",666050,777721,176406,23510526,18910679,4599848
"2002-01-01 00:00:00","PENNSYLVANIA",1091547,1646396,142204,31860614,27869482,3991132
"2002-01-01 00:00:00","RHODE ISLAND",32958,48984,4509,707707,577255,130452
"2002-01-01 00:00:00","SOUTH CAROLINA",485672,499613,85823,9191708,6918882,2272827
"2002-01-01 00:00:00","SOUTH DAKOTA",214073,147642,76815,7961698,4230190,3731508
"2002-01-01 00:00:00","TENNESSEE",991480,1039877,213148,21750543,16719725,5030818
"2002-01-01 00:00:00","TEXAS",1459843,1997087,103387,52276806,48332495,3944311
"2002-01-01 00:00:00","UTAH",453524,529188,282220,14273787,10417903,3855884
"2002-01-01 00:00:00","VERMONT",100787,83396,49335,4023900,2052155,1971745
"2002-01-01 00:00:00","VIRGINIA",640250,733836,87663,15232244,13821388,1410856
"2002-01-01 00:00:00","WASHINGTON",709067,922990,46073,3810393,2370724,1439669
"2002-01-01 00:00:00","WEST VIRGINIA",281406,271494,9912,7688324,6243551,1444773
"2002-01-01 00:00:00","WISCONSIN",1393630,1275436,412765,39147159,24967861,14179298
"2002-01-01 00:00:00","WYOMING",306214,128407,214289,7310881,4634033,2676848
"2001-01-01 00:00:00","ALABAMA",504579,387653,102744,10359584,6992409,3367175
"2001-01-01 00:00:00","ALASKA",410479,253201,381882,20436910,5151085,15285825
"2001-01-01 00:00:00","ARIZONA",472927,458570,199037,11759617,9162125,2597492
"2001-01-01 00:00:00","ARKANSAS",737964,507736,246625,13481534,7995698,5485836
"2001-01-01 00:00:00","CALIFORNIA",2109827,2993482,44509,76099037,73766569,2332468
"2001-01-01 00:00:00","COLORADO",760683,501128,436044,19431637,13209915,6221720
"2001-01-01 00:00:00","CONNECTICUT",173774,162662,11112,3771391,3464358,307033
"2001-01-01 00:00:00","DELAWARE",24524,25858,4654,408443,323829,84614
"2001-01-01 00:00:00","FLORIDA",1202501,1465047,554815,36425965,24772829,11653136
"2001-01-01 00:00:00","GEORGIA",660425,715394,81648,11618759,10499345,1119414
"2001-01-01 00:00:00","HAWAII",5937,5900,297,34658,32617,2041
"2001-01-01 00:00:00","IDAHO",449535,358118,194750,9907473,6020699,3886774
"2001-01-01 00:00:00","ILLINOIS",763490,803927,33232,15345154,14249846,1095307
"2001-01-01 00:00:00","INDIANA",617887,576604,89982,9758560,8193002,1565558
"2001-01-01 00:00:00","IOWA",399646,391724,41649,7861387,6898946,962440
"2001-01-01 00:00:00","KANSAS",318134,280683,48372,7571508,6660346,911162
"2001-01-01 00:00:00","KENTUCKY",570522,561440,34242,11149815,9450629,1699186
"2001-01-01 00:00:00","LOUISIANA",656089,864504,110022,11340292,8047362,3292930
"2001-01-01 00:00:00","MAINE",272528,187647,84881,9591414,5754274,3837139
"2001-01-01 00:00:00","MARYLAND",376453,576419,90694,9078044,7346216,1731828
"2001-01-01 00:00:00","MASSACHUSETTS",173295,334097,17666,7429484,6930374,499110
"2001-01-01 00:00:00","MICHIGAN",1322134,1336938,123994,37426984,31729351,5697633
"2001-01-01 00:00:00","MINNESOTA",1548157,1144388,243045,39613442,28468085,11145357
"2001-01-01 00:00:00","MISSISSIPPI",419802,399643,86385,7666518,6088737,1577781
"2001-01-01 00:00:00","MISSOURI",909026,1209066,285858,20707488,14645074,6062414
"2001-01-01 00:00:00","MONTANA",377668,240301,342172,13539660,5243367,8296293
"2001-01-01 00:00:00","NEBRASKA",213332,376378,56317,6673765,5644072,1029693
"2001-01-01 00:00:00","NEVADA",174700,229133,48028,5349264,4295782,1053482
"2001-01-01 00:00:00","NEW HAMPSHIRE",162702,116705,52436,5995087,3680487,2314601
"2001-01-01 00:00:00","NEW JERSEY",175536,274464,12686,6636025,6190190,445835
"2001-01-01 00:00:00","NEW MEXICO",228063,171510,103972,6798333,4333730,2464602
"2001-01-01 00:00:00","NEW YORK",1052421,880083,173358,22885092,15679040,7206052
"2001-01-01 00:00:00","NORTH CAROLINA",649430,641914,59496,20051368,17955141,2096227
"2001-01-01 00:00:00","NORTH DAKOTA",155145,134532,26915,2349067,1724315,624752
"2001-01-01 00:00:00","OHIO",1168134,1028863,139271,26400392,22740855,3659538
"2001-01-01 00:00:00","OKLAHOMA",641313,438706,92315,13041763,10997944,2043819
"2001-01-01 00:00:00","OREGON",653351,817772,175471,22689442,18227617,4461825
"2001-01-01 00:00:00","PENNSYLVANIA",1093598,1659447,143698,33132504,29025495,4107008
"2001-01-01 00:00:00","RHODE ISLAND",33587,52399,3647,730040,620848,109192
"2001-01-01 00:00:00","SOUTH CAROLINA",507252,514512,90017,9296386,6911400,2384986
"2001-01-01 00:00:00","SOUTH DAKOTA",244768,276630,85138,6519639,3109938,3409701
"2001-01-01 00:00:00","TENNESSEE",1011017,1015727,209029,21439489,16365777,5073712
"2001-01-01 00:00:00","TEXAS",1469815,1993805,107379,53272482,49129859,4142623
"2001-01-01 00:00:00","UTAH",457086,550546,287806,14323558,10340765,3982793
"2001-01-01 00:00:00","VERMONT",101762,84468,49270,4113014,2130533,1982482
"2001-01-01 00:00:00","VIRGINIA",630374,728133,84179,15149851,13772023,1377829
"2001-01-01 00:00:00","WASHINGTON",692755,1033298,42330,23608855,22391007,1217848
"2001-01-01 00:00:00","WEST VIRGINIA",283606,274267,9339,7977531,6429309,1548222
"2001-01-01 00:00:00","WISCONSIN",1374185,1144534,377013,38546173,24434111,14112062
"2001-01-01 00:00:00","WYOMING",301205,125566,212854,7175852,2615138,4560714
"2000-01-01 00:00:00","ALABAMA",499132,388873,98449,10427382,7107329,3320053
"2000-01-01 00:00:00","ALASKA",399680,253483,354063,20203441,5283574,14919867
"2000-01-01 00:00:00","ARIZONA",458098,444030,193437,11658796,9118635,2540161
"2000-01-01 00:00:00","ARKANSAS",575130,485585,235819,13208508,7849638,5358870
"2000-01-01 00:00:00","CALIFORNIA",2261823,2229325,32498,99018213,95251319,3766894
"2000-01-01 00:00:00","COLORADO",769846,505486,443339,20117562,13655568,6461994
"2000-01-01 00:00:00","CONNECTICUT",173052,161571,11481,3848767,3515065,333702
"2000-01-01 00:00:00","DELAWARE",24903,26630,4568,424421,339810,84610
"2000-01-01 00:00:00","DISTRICT OF COLUMBIA",10794,3106,7688,93435,20898,72537
"2000-01-01 00:00:00","FLORIDA",1044603,1042881,479540,32925156,22229598,10695559
"2000-01-01 00:00:00","GEORGIA",622027,713014,74293,11614528,10585454,1029073
"2000-01-01 00:00:00","HAWAII",6693,6202,291,34430,32272,2157
"2000-01-01 00:00:00","IDAHO",422873,328976,186951,9569504,5807187,3762317
"2000-01-01 00:00:00","ILLINOIS",771789,806415,37746,16058549,14847980,1210569
"2000-01-01 00:00:00","INDIANA",643741,607191,93827,10479604,8803756,1675848
"2000-01-01 00:00:00","IOWA",408805,400578,42384,8194226,7199505,994721
"2000-01-01 00:00:00","KANSAS",329115,261500,77437,7626185,6642512,983673
"2000-01-01 00:00:00","KENTUCKY",543706,483076,113688,12725070,9129693,3595379
"2000-01-01 00:00:00","LOUISIANA",627204,1162938,385674,12686056,9739671,2946386
"2000-01-01 00:00:00","MAINE",266807,182345,84462,9570648,5729947,3840700
"2000-01-01 00:00:00","MARYLAND",374548,437344,90954,8242968,6600871,1642096
"2000-01-01 00:00:00","MASSACHUSETTS",192604,366013,19168,8378924,7820105,558819
"2000-01-01 00:00:00","MICHIGAN",1346910,1368554,119711,38547108,32776385,5770723
"2000-01-01 00:00:00","MINNESOTA",1493415,1136946,238159,34869599,24831686,10037914
"2000-01-01 00:00:00","MISSISSIPPI",408272,440482,91021,8001956,6365080,1636876
"2000-01-01 00:00:00","MISSOURI",926357,1233609,296547,17218563,12618790,4599772
"2000-01-01 00:00:00","MONTANA",367478,239391,319667,13255121,5255145,7999977
"2000-01-01 00:00:00","N. MARIANA ISLANDS",396,280,116,6295,2369,3926
"2000-01-01 00:00:00","NEBRASKA",211248,378038,52423,6742823,5758394,984429
"2000-01-01 00:00:00","NEVADA",163855,216390,44954,5987065,4988832,998232
"2000-01-01 00:00:00","NEW HAMPSHIRE",162626,113392,52962,6105731,3711294,2394437
"2000-01-01 00:00:00","NEW JERSEY",219541,316137,13635,7758664,7271719,486945
"2000-01-01 00:00:00","NEW MEXICO",249236,179062,87227,6954694,4467249,2352074
"2000-01-01 00:00:00","NEW YORK",1045229,879049,167169,23199422,16088621,7110801
"2000-01-01 00:00:00","NORTH CAROLINA",543151,576147,48992,18354014,16571497,1782517
"2000-01-01 00:00:00","NORTH DAKOTA",139162,101321,19277,1824648,1365743,458905
"2000-01-01 00:00:00","OHIO",1144261,1022654,121606,24213924,20493814,3720110
"2000-01-01 00:00:00","OKLAHOMA",637557,461214,99560,13418404,11217579,2200826
"2000-01-01 00:00:00","OREGON",653292,778614,169314,23180071,18701195,4478876
"2000-01-01 00:00:00","PENNSYLVANIA",1089693,1644924,139825,33598021,29468499,4129522
"2000-01-01 00:00:00","PUERTO RICO",,,,,,
"2000-01-01 00:00:00","RHODE ISLAND",34487,51669,4382,765546,635957,129589
"2000-01-01 00:00:00","SOUTH CAROLINA",511811,504283,85148,9257438,6942584,2314854
"2000-01-01 00:00:00","SOUTH DAKOTA",229360,262213,78120,6137088,2995128,3141960
"2000-01-01 00:00:00","TENNESSEE",968803,1015939,200398,19719654,14764002,4955651
"2000-01-01 00:00:00","TEXAS",1451414,1965475,103385,53431071,49323234,4107837
"2000-01-01 00:00:00","U.S. VIRGIN ISLANDS",334,334,334,,2826,
"2000-01-01 00:00:00","UTAH",468546,572742,219271,12836391,9858606,2977785
"2000-01-01 00:00:00","VERMONT",96260,81735,50331,3817016,2060713,1756302
"2000-01-01 00:00:00","VIRGINIA",632179,732930,86958,15620032,14044647,1575386
"2000-01-01 00:00:00","WASHINGTON",681656,1400710,60692,29126741,27457425,1669316
"2000-01-01 00:00:00","WEST VIRGINIA",282750,268844,13906,8152954,6560658,1592297
"2000-01-01 00:00:00","WISCONSIN",1468061,1199053,317296,41523590,27527557,13996033
"2000-01-01 00:00:00","WYOMING",280634,113580,203022,7180714,2680185,4500528
"1999-01-01 00:00:00","ALABAMA",465877,400537,102784,,10731740,
"1999-01-01 00:00:00","ALASKA",408999,266393,362423,18996775,5666469,13330305
"1999-01-01 00:00:00","ARIZONA",452331,442110,192417,11785250,9292631,2492619
"1999-01-01 00:00:00","ARKANSAS",579949,485194,194439,11593766,10556321,1037444
"1999-01-01 00:00:00","CALIFORNIA",2216894,2813763,47568,77637436,75941147,1696289
"1999-01-01 00:00:00","COLORADO",756355,505394,428475,20352367,13940452,6411913
"1999-01-01 00:00:00","CONNECTICUT",174602,164213,10389,3967880,3654373,313507
"1999-01-01 00:00:00","DELAWARE",26328,29271,4857,466927,376445,90482
"1999-01-01 00:00:00","FLORIDA",1021856,1034358,457946,33855217,22797195,11058022
"1999-01-01 00:00:00","GEORGIA",631436,722831,75132,12879768,11807583,1072185
"1999-01-01 00:00:00","HAWAII",6304,6202,291,35222,33015,2207
"1999-01-01 00:00:00","IDAHO",406506,329936,175862,9775847,5423072,4352774
"1999-01-01 00:00:00","ILLINOIS",762994,802390,36571,16252094,15045378,1206716
"1999-01-01 00:00:00","INDIANA",600626,571861,90671,11441452,9816707,1624744
"1999-01-01 00:00:00","IOWA",395509,387710,40382,8110635,7149151,961484
"1999-01-01 00:00:00","KANSAS",322350,248779,73571,7890572,6932869,957703
"1999-01-01 00:00:00","KENTUCKY",565801,509408,117280,13445760,9674293,3771467
"1999-01-01 00:00:00","LOUISIANA",588595,1099590,362175,14375465,10334760,4040705
"1999-01-01 00:00:00","MAINE",246070,173325,85015,12078712,7935815,4142897
"1999-01-01 00:00:00","MARYLAND",353887,421006,82852,8242816,6655125,1587691
"1999-01-01 00:00:00","MASSACHUSETTS",180581,344621,18196,8031743,7486323,545420
"1999-01-01 00:00:00","MICHIGAN",1306588,1313695,132230,38261024,32237629,6023395
"1999-01-01 00:00:00","MINNESOTA",1499317,1119717,237409,35174097,24995006,10179091
"1999-01-01 00:00:00","MISSISSIPPI",398032,375249,79972,8443126,6531351,1911775
"1999-01-01 00:00:00","MISSOURI",966007,1267849,299693,18397885,13569773,4828112
"1999-01-01 00:00:00","MONTANA",372096,244660,318050,13291614,5332991,7958623
"1999-01-01 00:00:00","NEBRASKA",222635,235774,28519,5463660,4645352,818308
"1999-01-01 00:00:00","NEVADA",160130,212154,45130,5150314,4128133,1022182
"1999-01-01 00:00:00","NEW HAMPSHIRE",166985,114329,56704,6182389,3767115,2415274
"1999-01-01 00:00:00","NEW JERSEY",227689,327679,13104,8145320,7664921,480398
"1999-01-01 00:00:00","NEW MEXICO",247608,170769,84438,6751130,4500753,2250377
"1999-01-01 00:00:00","NEW YORK",1040132,882721,158332,23488653,16528700,6959953
"1999-01-01 00:00:00","NORTH CAROLINA",547727,585340,53859,19022185,17036790,1985395
"1999-01-01 00:00:00","NORTH DAKOTA",133589,118331,18184,2035530,1584445,451085
"1999-01-01 00:00:00","OHIO",1090031,978648,113132,28741837,25073834,3668003
"1999-01-01 00:00:00","OKLAHOMA",646337,467663,94556,13433478,11230200,2203278
"1999-01-01 00:00:00","OREGON",678377,810949,188179,21411559,17284972,4126587
"1999-01-01 00:00:00","PENNSYLVANIA",1093208,1652527,136290,33779447,30281134,3498313
"1999-01-01 00:00:00","RHODE ISLAND",34920,50349,3807,730471,640812,89658
"1999-01-01 00:00:00","SOUTH CAROLINA",510324,504469,84438,9443200,7109646,2333554
"1999-01-01 00:00:00","SOUTH DAKOTA",233225,259478,81124,5084652,2950095,2134557
"1999-01-01 00:00:00","TENNESSEE",962760,1000101,194487,19991100,15036065,4955035
"1999-01-01 00:00:00","TEXAS",1434447,1992367,105286,56809096,52335224,4473872
"1999-01-01 00:00:00","UTAH",462530,540096,214497,12904366,9889138,3015228
"1999-01-01 00:00:00","VERMONT",96793,81395,50978,3846899,2097960,1748939
"1999-01-01 00:00:00","VIRGINIA",645057,742840,86153,15887472,14445301,1442171
"1999-01-01 00:00:00","WASHINGTON",867831,811172,57788,21791706,20070154,1721552
"1999-01-01 00:00:00","WEST VIRGINIA",311830,273046,38784,8129079,6802015,1327064
"1999-01-01 00:00:00","WISCONSIN",1401050,1130982,321235,37247284,24295522,12951763
"1999-01-01 00:00:00","WYOMING",267432,119856,328681,10385526,2588167,7797360
"1998-01-01 00:00:00","ALABAMA",478023,415429,100062,11143151,7657494,3485657
"1998-01-01 00:00:00","ALASKA",402913,262694,345525,18860233,5784409,13075824
"1998-01-01 00:00:00","ARIZONA",444963,425384,193043,11630236,9178330,2451905
"1998-01-01 00:00:00","ARKANSAS",578464,481074,239000,14454488,8806855,5647633
"1998-01-01 00:00:00","CALIFORNIA",2320695,2972218,49362,79167094,77421169,1745926
"1998-01-01 00:00:00","COLORADO",760614,513508,437932,20876806,14282094,6594713
"1998-01-01 00:00:00","CONNECTICUT",177587,168146,9441,4062408,3793239,269169
"1998-01-01 00:00:00","DELAWARE",27834,29840,5204,495244,395326,99918
"1998-01-01 00:00:00","FLORIDA",1013960,1029255,451517,34791923,23168551,11623371
"1998-01-01 00:00:00","GEORGIA",657999,755227,76265,11977256,10857064,1120192
"1998-01-01 00:00:00","HAWAII",6396,6297,260,36821,34786,2034
"1998-01-01 00:00:00","IDAHO",413254,388825,217585,12566426,6754548,5811878
"1998-01-01 00:00:00","ILLINOIS",789880,814553,53250,17113449,15713574,1399875
"1998-01-01 00:00:00","INDIANA",604399,614595,748251,11330655,9117561,2213094
"1998-01-01 00:00:00","IOWA",395532,387399,39872,8207815,7236597,971218
"1998-01-01 00:00:00","KANSAS",295996,234256,61739,7512287,6663806,848481
"1998-01-01 00:00:00","KENTUCKY",576634,490624,121851,12795202,9000532,3794670
"1998-01-01 00:00:00","LOUISIANA",662960,604317,58643,12489091,9047967,3441124
"1998-01-01 00:00:00","MAINE",256684,179473,89481,12402745,8046771,4355974
"1998-01-01 00:00:00","MARYLAND",520738,425950,80238,8336226,6786475,1549751
"1998-01-01 00:00:00","MASSACHUSETTS",193299,349948,18524,8539550,7982407,557143
"1998-01-01 00:00:00","MICHIGAN",1348107,1580770,129437,31340946,26603760,4737187
"1998-01-01 00:00:00","MINNESOTA",1535122,1261438,273684,33695622,23239126,10456498
"1998-01-01 00:00:00","MISSISSIPPI",401918,373338,79938,8258821,6295503,1963317
"1998-01-01 00:00:00","MISSOURI",994681,1322051,256775,18152194,13192590,4959604
"1998-01-01 00:00:00","MONTANA",383074,251934,325809,13673918,5503664,8170254
"1998-01-01 00:00:00","NEBRASKA",225114,238325,30495,5016215,4361149,655069
"1998-01-01 00:00:00","NEVADA",159198,211587,44243,5127947,4141921,986026
"1998-01-01 00:00:00","NEW HAMPSHIRE",156985,113340,55794,6175720,3774315,2401407
"1998-01-01 00:00:00","NEW JERSEY",229398,333044,12958,8336347,7855122,481224
"1998-01-01 00:00:00","NEW MEXICO",265470,231215,93092,6704009,4083272,2620738
"1998-01-01 00:00:00","NEW YORK",1051781,887195,165543,24307128,16863620,7443508
"1998-01-01 00:00:00","NORTH CAROLINA",558048,593768,48321,19073716,17249860,1823856
"1998-01-01 00:00:00","NORTH DAKOTA",126204,128083,16395,1865402,1524315,341087
"1998-01-01 00:00:00","OHIO",1041662,922853,122876,27984412,23973696,4010716
"1998-01-01 00:00:00","OKLAHOMA",620585,454104,97021,12728234,10495634,2232600
"1998-01-01 00:00:00","OREGON",678508,804428,185655,21645739,17498731,4147008
"1998-01-01 00:00:00","PENNSYLVANIA",1183432,1800604,143418,30514791,26485207,4029584
"1998-01-01 00:00:00","RHODE ISLAND",34774,47974,4730,740769,637072,103697
"1998-01-01 00:00:00","SOUTH CAROLINA",502309,507926,80189,9445775,7203101,2242674
"1998-01-01 00:00:00","SOUTH DAKOTA",212132,244956,68646,4606742,2799695,1807047
"1998-01-01 00:00:00","TENNESSEE",908807,945213,186981,19046465,14239480,4806984
"1998-01-01 00:00:00","TEXAS",1699199,2266067,108936,46376149,41820660,4555489
"1998-01-01 00:00:00","UTAH",491014,509849,285729,13585179,9892562,3692617
"1998-01-01 00:00:00","VERMONT",96733,80855,50719,3900438,2110904,1789534
"1998-01-01 00:00:00","VIRGINIA",604951,728826,83512,15810576,14297042,1513534
"1998-01-01 00:00:00","WASHINGTON",793598,900561,59808,24715139,22893269,1821870
"1998-01-01 00:00:00","WEST VIRGINIA",296367,260727,35640,7891325,6613617,1277708
"1998-01-01 00:00:00","WISCONSIN",1374809,1117540,320768,34861788,22277475,12584314
"1998-01-01 00:00:00","WYOMING",287046,122660,310250,9399662,1941955,7457706
"1997-01-01 00:00:00","ALABAMA",546440,482265,110868,12768578,8853097,3915480
"1997-01-01 00:00:00","ALASKA",402405,257319,334250,18694973,5780502,12914471
"1997-01-01 00:00:00","ARIZONA",468527,456003,200482,12542823,9898233,2644592
"1997-01-01 00:00:00","ARKANSAS",590782,486705,244355,14244214,8749686,5494528
"1997-01-01 00:00:00","CALIFORNIA",2300463,3239841,50173,78353038,76751258,1601781
"1997-01-01 00:00:00","COLORADO",736242,484415,422651,20340797,13826984,6513812
"1997-01-01 00:00:00","CONNECTICUT",189696,180364,9332,4476370,4210520,265850
"1997-01-01 00:00:00","DELAWARE",26798,29974,5193,495013,394359,100654
"1997-01-01 00:00:00","DISTRICT OF COLUMBIA",12888,4283,8605,122025,30402,91623
"1997-01-01 00:00:00","FLORIDA",1049704,1057832,475147,36257443,24028758,12228685
"1997-01-01 00:00:00","GEORGIA",653189,745980,72866,11973932,10878114,1095819
"1997-01-01 00:00:00","HAWAII",7552,7477,263,43932,41902,2030
"1997-01-01 00:00:00","IDAHO",420002,276308,181490,10278461,5289679,4988783
"1997-01-01 00:00:00","ILLINOIS",818017,852704,55792,18068322,16600403,1467919
"1997-01-01 00:00:00","INDIANA",650620,616782,137403,11511685,9246276,2265409
"1997-01-01 00:00:00","IOWA",414336,403169,41488,8337542,7360284,977259
"1997-01-01 00:00:00","KANSAS",306943,251740,55203,6909239,6142774,766465
"1997-01-01 00:00:00","KENTUCKY",581858,526867,123694,13693009,9816004,3877005
"1997-01-01 00:00:00","LOUISIANA",621283,854041,60508,11908531,8590016,3318515
