"Year","Place Name","Paid Fishing License Holders","Resident Fishing Licenses, Tags, Permits and Stamps","Non-Resident Fishing Licenses,
Tags, Permits and Stamps","Gross Cost ($2024) - Fishing Licenses","Cost ($2024)- Resident Fishing Licenses,Tags, Permits and Stamps","Cost ($2024) - Non-Resident Fishing Licenses,Tags, Permits and Stamps"
"1994-01-01 00:00:00","MONTANA",375404,284622,249865,12429045,3606003,8823042
"1994-01-01 00:00:00","NEBRASKA",224430,218159,31129,5017575,4316732,700843
"1994-01-01 00:00:00","NEVADA",133221,174290,40832,3877116,3079043,798074
"1994-01-01 00:00:00","NEW HAMPSHIRE",154406,111761,53025,6386960,3955596,2431366
"1994-01-01 00:00:00","NEW JERSEY",252826,377265,14078,8936033,8423937,512096
"1994-01-01 00:00:00","NEW MEXICO",233722,182458,84901,6213308,3886218,2327090
"1994-01-01 00:00:00","NEW YORK",1148725,943782,210058,27902001,19653931,8248069
"1994-01-01 00:00:00","NORTH CAROLINA",521603,530840,44106,17052310,15316794,1735516
"1994-01-01 00:00:00","NORTH DAKOTA",116529,117223,14044,1784999,1476988,308011
"1994-01-01 00:00:00","OHIO",1169529,1045540,128522,21272232,18437407,2834825
"1994-01-01 00:00:00","OKLAHOMA",666810,517601,108514,15017104,12967874,2049230
"1994-01-01 00:00:00","OREGON",739128,935664,222256,19853723,15822443,4031280
"1994-01-01 00:00:00","PENNSYLVANIA",1181685,1093348,88337,24753848,21618975,3134873
"1994-01-01 00:00:00","RHODE ISLAND",38797,36238,2559,683398,596415,86983
"1994-01-01 00:00:00","SOUTH CAROLINA",450749,406891,69424,8714960,6611245,2103715
"1994-01-01 00:00:00","SOUTH DAKOTA",178502,214492,50790,4081378,2670179,1411199
"1994-01-01 00:00:00","TENNESSEE",884276,902490,185778,17596676,12557356,5039318
"1994-01-01 00:00:00","TEXAS",1741903,2245414,116426,45158841,42349352,2809488
"1994-01-01 00:00:00","UTAH",443150,310280,160213,11507549,8644747,2862802
"1994-01-01 00:00:00","VERMONT",107831,82215,54365,4601419,2462796,2138625
"1994-01-01 00:00:00","VIRGINIA",567209,653496,80280,13497191,12028814,1468376
"1994-01-01 00:00:00","WASHINGTON",928259,1392054,84400,28226967,25899355,2327612
"1994-01-01 00:00:00","WEST VIRGINIA",282729,543772,134895,9429548,8072343,1357205
"1994-01-01 00:00:00","WISCONSIN",1455548,1202133,342351,34978403,21389613,13588790
"1994-01-01 00:00:00","WYOMING",261879,111830,211146,8962445,1760923,7201522
"1993-01-01 00:00:00","ALABAMA",517071,412944,111132,9263573,6726650,2536925
"1993-01-01 00:00:00","ALASKA",354209,184826,181196,11342190,3365567,7976624
"1993-01-01 00:00:00","ARIZONA",417222,399404,145108,11768193,9422545,2345649
"1993-01-01 00:00:00","ARKANSAS",682201,652094,158000,14140312,10982887,3157423
"1993-01-01 00:00:00","CALIFORNIA",1922882,2803433,19514,73944837,72686260,1258577
"1993-01-01 00:00:00","COLORADO",719125,502653,349587,18431838,12186246,6245592
"1993-01-01 00:00:00","CONNECTICUT",222655,214292,8363,3213660,3003764,209896
"1993-01-01 00:00:00","DELAWARE",26623,28452,5301,519993,408766,111227
"1993-01-01 00:00:00","DISTRICT OF COLUMBIA",12063,3947,8146,109454,30238,79216
"1993-01-01 00:00:00","FLORIDA",1001727,1034004,424234,39713181,24887329,14825852
"1993-01-01 00:00:00","GEORGIA",693704,770796,60332,11172401,10192552,979849
"1993-01-01 00:00:00","HAWAII",8926,8827,375,58131,54647,3484
"1993-01-01 00:00:00","IDAHO",388229,268610,155058,9727989,5771620,3956370
"1993-01-01 00:00:00","ILLINOIS",834170,917652,42252,11865119,10851418,1013701
"1993-01-01 00:00:00","INDIANA",639173,597055,99792,11468883,9528486,1940397
"1993-01-01 00:00:00","IOWA",406872,387917,46817,6731825,5926436,805389
"1993-01-01 00:00:00","KANSAS",307274,262229,45045,5738726,4981989,756737
"1993-01-01 00:00:00","KENTUCKY",624257,557929,128229,10352472,7630227,2722244
"1993-01-01 00:00:00","LOUISIANA",585495,535468,50027,9094532,7720381,1374152
"1993-01-01 00:00:00","MAINE",298343,203021,114171,12282651,7876528,4406123
"1993-01-01 00:00:00","MARYLAND",741087,473627,51843,6971460,6104420,867040
"1993-01-01 00:00:00","MASSACHUSETTS",275895,284418,13408,6170494,5756807,413686
"1993-01-01 00:00:00","MICHIGAN",1564494,1478596,396501,36235154,27889860,8345294
"1993-01-01 00:00:00","MINNESOTA",1536568,1138382,250470,37021301,26221144,10800157
"1993-01-01 00:00:00","MISSISSIPPI",431953,365165,66788,5875598,4278209,1597389
"1993-01-01 00:00:00","MISSOURI",982800,1502331,120595,19506970,16879074,2627896
"1993-01-01 00:00:00","MONTANA",386867,291323,255848,12988799,3768403,9220396
"1993-01-01 00:00:00","NEBRASKA",231774,222512,36060,5313414,4486643,826771
"1993-01-01 00:00:00","NEVADA",140803,184452,46906,4119045,3254548,864499
"1993-01-01 00:00:00","NEW HAMPSHIRE",162910,110802,52098,6537400,4093772,2443628
"1993-01-01 00:00:00","NEW JERSEY",265391,399312,15107,8005745,7566013,439731
"1993-01-01 00:00:00","NEW MEXICO",238286,165119,84076,5722113,3605497,2116616
"1993-01-01 00:00:00","NEW YORK",1172485,1016826,230904,23895069,14945908,8949161
"1993-01-01 00:00:00","NORTH CAROLINA",516493,528641,44591,16890751,15127541,1763210
"1993-01-01 00:00:00","NORTH DAKOTA",129626,129351,16906,2031721,1653327,378394
"1993-01-01 00:00:00","OHIO",1238694,1096984,147453,22712975,19829677,2883298
"1993-01-01 00:00:00","OKLAHOMA",637255,506279,101317,14390825,12410784,1980041
"1993-01-01 00:00:00","OREGON",773274,961904,249853,21466621,17622216,3844405
"1993-01-01 00:00:00","PENNSYLVANIA",1264472,1170979,93593,27242267,23845872,3396394
"1993-01-01 00:00:00","RHODE ISLAND",41537,39734,2716,744736,653444,91291
"1993-01-01 00:00:00","SOUTH CAROLINA",443006,401855,71496,8867290,6644718,2222572
"1993-01-01 00:00:00","SOUTH DAKOTA",182989,218340,53837,4318297,2768444,1549853
"1993-01-01 00:00:00","TENNESSEE",851168,862695,183239,16666586,11744653,4921933
"1993-01-01 00:00:00","TEXAS",1878279,2389561,115723,32351201,30024412,2326789
"1993-01-01 00:00:00","UTAH",410793,291143,153371,11183780,8301056,2882724
"1993-01-01 00:00:00","VERMONT",159411,102728,54683,3683826,1460264,2223562
"1993-01-01 00:00:00","VIRGINIA",551741,635214,79496,13145882,11696251,1449631
"1993-01-01 00:00:00","WASHINGTON",946636,1481617,90485,26089882,23855188,2234694
"1993-01-01 00:00:00","WEST VIRGINIA",244856,625656,124886,7857873,6501396,1356478
"1993-01-01 00:00:00","WISCONSIN",1440592,1189366,336779,31616162,18547435,13068727
"1993-01-01 00:00:00","WYOMING",249919,109406,186673,7621170,1484176,6136994
"1992-01-01 00:00:00","ALABAMA",531351,437614,115614,13512039,10589242,2922797
"1992-01-01 00:00:00","ALASKA",338962,180257,182823,9483204,3224578,6258626
"1992-01-01 00:00:00","ARIZONA",429952,396659,158352,10104491,7913676,2190816
"1992-01-01 00:00:00","ARKANSAS",738989,584113,154876,13345226,10099651,3245575
"1992-01-01 00:00:00","CALIFORNIA",1970879,2826437,18171,68365137,67118834,1246303
"1992-01-01 00:00:00","COLORADO",694362,483241,331727,18295060,12154552,6140509
"1992-01-01 00:00:00","CONNECTICUT",227510,218579,8931,3545138,3316539,228599
"1992-01-01 00:00:00","DELAWARE",23192,24459,4680,459210,361139,98072
"1992-01-01 00:00:00","DISTRICT OF COLUMBIA",9377,3050,6327,95255,24025,71231
"1992-01-01 00:00:00","FLORIDA",928135,1016629,354949,37063581,22983356,14080225
"1992-01-01 00:00:00","GEORGIA",678259,764002,57822,11115486,10163910,951577
"1992-01-01 00:00:00","HAWAII",9679,9559,399,60713,57239,3473
"1992-01-01 00:00:00","IDAHO",417864,307803,162554,9265478,5030930,4234547
"1992-01-01 00:00:00","ILLINOIS",820395,912162,40789,11959158,10956094,1003064
"1992-01-01 00:00:00","INDIANA",655191,614447,105327,12044234,10013425,2030809
"1992-01-01 00:00:00","IOWA",424795,408016,46753,7188223,6383625,804599
"1992-01-01 00:00:00","KANSAS",291753,247959,43794,7186152,6277424,908728
"1992-01-01 00:00:00","KENTUCKY",635336,539634,129860,10844143,8003530,2840613
"1992-01-01 00:00:00","LOUISIANA",556740,516251,40489,9202760,7723130,1479631
"1992-01-01 00:00:00","MAINE",296011,197782,113612,9906954,5671844,4235110
"1992-01-01 00:00:00","MARYLAND",657348,435718,47821,6553270,5728171,825099
"1992-01-01 00:00:00","MASSACHUSETTS",264344,277835,12811,6019664,5614633,405032
"1992-01-01 00:00:00","MICHIGAN",1577875,1571685,413175,37678799,28968493,8710306
"1992-01-01 00:00:00","MINNESOTA",1551621,1058789,345108,41128752,29196729,11932023
"1992-01-01 00:00:00","MISSISSIPPI",423627,357871,65756,5831663,4285736,1545927
"1992-01-01 00:00:00","MISSOURI",1047205,1622546,145581,18402836,16212985,2189851
"1992-01-01 00:00:00","MONTANA",375222,286736,251819,12382680,3561945,8820735
"1992-01-01 00:00:00","NEBRASKA",244926,234111,39135,5742643,4842422,900221
"1992-01-01 00:00:00","NEVADA",142914,184752,49761,4329295,3395604,933690
"1992-01-01 00:00:00","NEW HAMPSHIRE",156183,106146,50037,6443414,4019716,2423698
"1992-01-01 00:00:00","NEW JERSEY",265892,403157,14474,8207341,7772811,434531
"1992-01-01 00:00:00","NEW MEXICO",245753,171768,84808,6036748,3849119,2187629
"1992-01-01 00:00:00","NEW YORK",1181810,1003342,247500,24915268,15180015,9735253
"1992-01-01 00:00:00","NORTH CAROLINA",490947,508285,44125,16528022,14765210,1762812
"1992-01-01 00:00:00","NORTH DAKOTA",145954,142438,21214,2348215,1870338,477877
"1992-01-01 00:00:00","OHIO",1358991,1186923,179242,21524437,18011065,3513372
"1992-01-01 00:00:00","OKLAHOMA",575613,465057,90060,13944000,12155679,1788321
"1992-01-01 00:00:00","OREGON",751945,986321,221451,18510845,16027246,2483599
"1992-01-01 00:00:00","PENNSYLVANIA",1186373,1098434,87939,27168575,23904203,3264373
"1992-01-01 00:00:00","RHODE ISLAND",40334,38610,2656,741046,649566,91480
"1992-01-01 00:00:00","SOUTH CAROLINA",442717,401597,72849,9115825,6779798,2336026
"1992-01-01 00:00:00","SOUTH DAKOTA",197724,231678,62530,4841787,2988422,1853364
"1992-01-01 00:00:00","TENNESSEE",845265,825740,185041,14778670,10358129,4420541
"1992-01-01 00:00:00","TEXAS",1876801,2407119,110738,33130113,30835844,2294269
"1992-01-01 00:00:00","UTAH",400585,290917,143223,11195666,8345184,2850482
"1992-01-01 00:00:00","VERMONT",156828,103062,51607,3942523,1776776,2165748
"1992-01-01 00:00:00","VIRGINIA",535824,588700,83334,12858335,11317893,1540442
"1992-01-01 00:00:00","WASHINGTON",965825,1608291,142411,27109992,24738182,2371810
"1992-01-01 00:00:00","WEST VIRGINIA",243033,532289,59330,9075012,8027027,1047985
"1992-01-01 00:00:00","WISCONSIN",1470521,1243705,348994,33338439,19455010,13883429
"1992-01-01 00:00:00","WYOMING",242466,107418,179279,7576152,1494697,6081455
"1991-01-01 00:00:00","ALABAMA",578959,491929,116854,10734032,7861948,2872083
"1991-01-01 00:00:00","ALASKA",313557,175008,163167,8932291,3179577,5752714
"1991-01-01 00:00:00","ARIZONA",457526,434832,157441,11137187,8854904,2282283
"1991-01-01 00:00:00","ARKANSAS",733112,583028,156263,13555508,10263087,3292421
"1991-01-01 00:00:00","CALIFORNIA",2164120,0,,,,
"1991-01-01 00:00:00","COLORADO",731744,520747,337535,16490819,10740314,5750505
"1991-01-01 00:00:00","CONNECTICUT",222867,214640,8227,3439435,3223082,216354
"1991-01-01 00:00:00","DELAWARE",22137,23044,4528,447554,349063,98489
"1991-01-01 00:00:00","DISTRICT OF COLUMBIA",9990,3545,6445,101142,28449,72692
"1991-01-01 00:00:00","FLORIDA",828267,635339,203406,14148014,8723379,5424635
"1991-01-01 00:00:00","GEORGIA",704068,827994,58095,11674841,10698523,976320
"1991-01-01 00:00:00","HAWAII",9282,9204,342,57555,54686,2869
"1991-01-01 00:00:00","IDAHO",397985,280841,153102,8819549,4857589,3961959
"1991-01-01 00:00:00","ILLINOIS",804118,907200,38851,12004944,11018777,986167
"1991-01-01 00:00:00","INDIANA",626310,588222,103226,11811683,9750111,2061570
"1991-01-01 00:00:00","IOWA",408173,397358,38840,7043737,6363652,680085
"1991-01-01 00:00:00","KANSAS",307004,260966,46038,7500157,6650900,849257
"1991-01-01 00:00:00","KENTUCKY",645701,550524,128134,11261309,8379763,2881546
"1991-01-01 00:00:00","LOUISIANA",546650,713471,56928,9580648,7945934,1634715
"1991-01-01 00:00:00","MAINE",302922,201929,118179,10750554,5919901,4830653
"1991-01-01 00:00:00","MARYLAND",301117,410411,45977,6801646,5771206,1030440
"1991-01-01 00:00:00","MASSACHUSETTS",237096,250468,9429,5473409,5174893,298518
"1991-01-01 00:00:00","MICHIGAN",1619485,1606889,439273,38235584,28957153,9278431
"1991-01-01 00:00:00","MINNESOTA",1530704,1133987,238520,39867869,29004692,10863176
"1991-01-01 00:00:00","MISSISSIPPI",448774,379722,69052,5975596,4607183,1368414
"1991-01-01 00:00:00","MISSOURI",1047515,1495997,128692,15698054,13522829,2175225
"1991-01-01 00:00:00","MONTANA",368525,292896,240221,12382673,3852345,8530328
"1991-01-01 00:00:00","N. MARIANA ISLANDS",200,142,58,3752,1424,2327
"1991-01-01 00:00:00","NEBRASKA",242883,203232,39685,5728697,4778529,950168
"1991-01-01 00:00:00","NEVADA",57110,204732,56538,4744532,3621130,1123402
"1991-01-01 00:00:00","NEW HAMPSHIRE",168123,117943,50180,5675078,3628865,2046214
"1991-01-01 00:00:00","NEW JERSEY",250140,382875,12840,7875346,7484397,390948
"1991-01-01 00:00:00","NEW MEXICO",274502,197646,87570,6917344,4547955,2369389
"1991-01-01 00:00:00","NEW YORK",1156330,984752,241550,24857904,15166901,9691003
"1991-01-01 00:00:00","NORTH CAROLINA",469002,486135,41133,17488031,15674643,1813388
"1991-01-01 00:00:00","NORTH DAKOTA",152083,156682,18661,2502515,2072161,430354
"1991-01-01 00:00:00","OHIO",1147846,1021635,131344,15580603,12896893,2683711
"1991-01-01 00:00:00","OKLAHOMA",597493,487627,96192,14386790,12372142,2014648
"1991-01-01 00:00:00","OREGON",769272,985783,231356,18992113,15400798,3591315
"1991-01-01 00:00:00","PENNSYLVANIA",1173263,1091107,82156,27374354,24249765,3124588
"1991-01-01 00:00:00","PUERTO RICO",4713,4713,4713,,94557,
"1991-01-01 00:00:00","RHODE ISLAND",40522,38642,2733,760977,665772,95205
"1991-01-01 00:00:00","SOUTH CAROLINA",431566,391021,72437,9062490,6713030,2349460
"1991-01-01 00:00:00","SOUTH DAKOTA",199533,248395,59561,5019055,3221521,1797534
"1991-01-01 00:00:00","TENNESSEE",759735,773785,201897,12011358,8316209,3695149
"1991-01-01 00:00:00","TEXAS",1934563,2491927,111168,34964726,32643637,2321089
"1991-01-01 00:00:00","U.S. VIRGIN ISLANDS",365,360,5,4173,3611,562
"1991-01-01 00:00:00","UTAH",396003,278754,167419,11755213,8419181,3336032
"1991-01-01 00:00:00","VERMONT",153875,102751,51126,3993141,1802745,2190397
"1991-01-01 00:00:00","VIRGINIA",519606,621107,86878,13603212,11908647,1694565
"1991-01-01 00:00:00","WASHINGTON",962173,1626637,92054,27358837,25109677,2249159
"1991-01-01 00:00:00","WEST VIRGINIA",286689,473355,87652,6312808,5293046,1019762
"1991-01-01 00:00:00","WISCONSIN",1437874,1260079,359723,34081850,19470606,14611243
"1991-01-01 00:00:00","WYOMING",238079,110733,167715,7119320,1577808,5541513
"1990-01-01 00:00:00","ALABAMA",617318,529287,117588,10836766,7883753,2953013
"1990-01-01 00:00:00","ALASKA",306153,177622,148958,8717056,3263828,5453229
"1990-01-01 00:00:00","ARIZONA",484789,463573,161972,12094393,9743773,2350620
"1990-01-01 00:00:00","ARKANSAS",639402,620294,137241,14394900,11114804,3280096
"1990-01-01 00:00:00","CALIFORNIA",3220894,3183715,37179,77788641,76419228,1369410
"1990-01-01 00:00:00","COLORADO",740628,532692,333094,17245116,11350276,5894840
"1990-01-01 00:00:00","CONNECTICUT",213950,206177,7773,3332523,3122397,210126
"1990-01-01 00:00:00","DELAWARE",21674,21885,4361,445144,347849,97297
"1990-01-01 00:00:00","FLORIDA",826143,635735,200746,14691780,9124228,5567551
"1990-01-01 00:00:00","GEORGIA",723459,847445,55447,12516583,11525168,991414
"1990-01-01 00:00:00","HAWAII",10238,10163,349,65096,62063,3033
"1990-01-01 00:00:00","IDAHO",392457,276033,153080,8294417,4247413,4047004
"1990-01-01 00:00:00","ILLINOIS",818117,914345,40041,12415556,11573878,841678
"1990-01-01 00:00:00","INDIANA",626856,591334,104973,9697538,8086975,1610563
"1990-01-01 00:00:00","IOWA",428116,416219,41246,7969591,7185686,783905
"1990-01-01 00:00:00","KANSAS",306669,286320,33683,7859506,7049428,810079
"1990-01-01 00:00:00","KENTUCKY",648048,578357,119213,11708016,8778265,2929751
"1990-01-01 00:00:00","LOUISIANA",542915,697382,65873,10021167,8818558,1202609
"1990-01-01 00:00:00","MAINE",252941,178297,88420,9101135,5392292,3708843
"1990-01-01 00:00:00","MARYLAND",409823,430986,44651,7116026,6098690,1017336
"1990-01-01 00:00:00","MASSACHUSETTS",266400,281425,10594,6358991,6012187,346803
"1990-01-01 00:00:00","MICHIGAN",1644342,1595972,429565,38930183,29488752,9441431
"1990-01-01 00:00:00","MINNESOTA",1484208,1031181,254082,32998626,22233352,10765274
"1990-01-01 00:00:00","MISSISSIPPI",477009,397734,79275,6665384,5027689,1637695
"1990-01-01 00:00:00","MISSOURI",1042604,1194219,94282,16017277,13849531,2167745
"1990-01-01 00:00:00","MONTANA",382992,298874,245124,10925209,3544784,7380425
"1990-01-01 00:00:00","NEBRASKA",256063,255463,46625,5514570,4588184,926387
"1990-01-01 00:00:00","NEVADA",156201,194205,51379,4788001,3580495,1207507
"1990-01-01 00:00:00","NEW HAMPSHIRE",178376,120134,58940,6305159,3885951,2419208
"1990-01-01 00:00:00","NEW JERSEY",247426,380798,11903,8020379,7646364,374015
"1990-01-01 00:00:00","NEW MEXICO",269963,188362,93791,6981031,4469249,2511781
"1990-01-01 00:00:00","NEW YORK",1127767,1051585,229913,24762534,15569755,9192779
"1990-01-01 00:00:00","NORTH CAROLINA",431467,451791,35316,14979970,13484926,1495043
"1990-01-01 00:00:00","NORTH DAKOTA",161375,169416,19721,2886695,2309400,577295
"1990-01-01 00:00:00","OHIO",1194877,1070339,129585,18287870,15543067,2744804
"1990-01-01 00:00:00","OKLAHOMA",603112,490475,101729,15012930,12642072,2370857
"1990-01-01 00:00:00","OREGON",764870,995592,228033,19271437,15631427,3640010
"1990-01-01 00:00:00","PENNSYLVANIA",1153380,1077050,76330,27661201,24664050,2997150
"1990-01-01 00:00:00","RHODE ISLAND",40521,38640,2733,786819,688377,98442
"1990-01-01 00:00:00","SOUTH CAROLINA",407209,388619,67271,9193030,6887051,2305979
"1990-01-01 00:00:00","SOUTH DAKOTA",211155,262315,61956,3901767,2323857,1577910
"1990-01-01 00:00:00","TENNESSEE",736228,742957,180502,11643530,8166404,3477125
"1990-01-01 00:00:00","TEXAS",1897041,2420089,95681,35004380,32936832,2067548
"1990-01-01 00:00:00","UTAH",393611,278820,170702,12225631,8725614,3500020
"1990-01-01 00:00:00","VERMONT",159871,105544,54327,4600620,2093148,2507473
"1990-01-01 00:00:00","VIRGINIA",637443,750162,89844,9664267,8692272,971995
"1990-01-01 00:00:00","WASHINGTON",912734,1571507,90845,27943825,25617358,2326467
"1990-01-01 00:00:00","WEST VIRGINIA",277609,472173,79188,6410188,5442078,968109
"1990-01-01 00:00:00","WISCONSIN",1490068,1307821,390126,32866180,19623927,13242253
"1990-01-01 00:00:00","WYOMING",241978,115136,166722,7326108,1696664,5629445
"1989-01-01 00:00:00","ALABAMA",616313,531517,113041,10863476,8017004,2846473
"1989-01-01 00:00:00","ALASKA",297711,181721,140773,8667085,3464681,5202404
"1989-01-01 00:00:00","ARIZONA",497237,460365,157976,12373314,10044758,2328556
"1989-01-01 00:00:00","ARKANSAS",641564,626464,141068,14844147,11517655,3326492
"1989-01-01 00:00:00","CALIFORNIA",2341565,3355307,69350,84394695,81795072,2599623
"1989-01-01 00:00:00","COLORADO",747235,605266,325248,17799406,11949741,5849665
"1989-01-01 00:00:00","CONNECTICUT",205954,198934,7020,3309492,3116912,192580
"1989-01-01 00:00:00","DELAWARE",19762,20668,4066,428717,334166,94553
"1989-01-01 00:00:00","FLORIDA",809491,629225,189491,15184360,9475455,5708905
"1989-01-01 00:00:00","GEORGIA",739275,873224,57901,10186542,9245273,941271
"1989-01-01 00:00:00","HAWAII",8377,8377,265,58181,55572,2609
"1989-01-01 00:00:00","IDAHO",430479,322663,158063,10151330,5729895,4421435
"1989-01-01 00:00:00","ILLINOIS",816076,912043,39459,12892647,12024612,868035
"1989-01-01 00:00:00","INDIANA",660001,624566,111870,9814533,8112106,1702427
"1989-01-01 00:00:00","IOWA",423668,417966,38705,7850182,7122259,727923
"1989-01-01 00:00:00","KANSAS",305352,261793,52367,8270993,7309962,961031
"1989-01-01 00:00:00","KENTUCKY",641217,556244,140287,11552506,9409958,2142548
"1989-01-01 00:00:00","LOUISIANA",570844,748917,42580,6415767,5959993,455774
"1989-01-01 00:00:00","MAINE",251299,181207,86824,9804112,5619743,4184369
"1989-01-01 00:00:00","MARYLAND",385749,406079,40581,6818578,5886211,932367
"1989-01-01 00:00:00","MASSACHUSETTS",204923,214680,8149,5072388,4795777,276611
"1989-01-01 00:00:00","MICHIGAN",1566589,1230418,355056,27915610,22299117,5616493
"1989-01-01 00:00:00","MINNESOTA",1464545,1015012,258410,34163007,22771256,11391751
"1989-01-01 00:00:00","MISSISSIPPI",480412,394001,86411,6820465,5011629,1808836
"1989-01-01 00:00:00","MISSOURI",1039988,1586522,133516,16860380,14656648,2203732
"1989-01-01 00:00:00","MONTANA",379382,317321,279662,13378992,4348199,9030793
"1989-01-01 00:00:00","N. MARIANA ISLANDS",276,276,276,,1188,
"1989-01-01 00:00:00","NEBRASKA",260378,264955,45803,5843235,4897743,945492
"1989-01-01 00:00:00","NEVADA",170402,202803,58258,5238010,3908960,1329050
"1989-01-01 00:00:00","NEW HAMPSHIRE",167633,112183,56114,6065888,3714515,2351372
"1989-01-01 00:00:00","NEW JERSEY",237851,365942,11178,7943725,7582087,361638
"1989-01-01 00:00:00","NEW MEXICO",264456,194052,80406,7105167,4798965,2306202
"1989-01-01 00:00:00","NEW YORK",1122431,956856,234360,21389504,15829792,5559712
"1989-01-01 00:00:00","NORTH CAROLINA",456179,429462,54595,12122439,10805882,1316559
"1989-01-01 00:00:00","NORTH DAKOTA",161610,169662,18196,2170934,1779944,390990
"1989-01-01 00:00:00","OHIO",1194405,1084930,112745,18750952,16337885,2413067
"1989-01-01 00:00:00","OKLAHOMA",587900,488072,89065,15577702,13275692,2302011
"1989-01-01 00:00:00","OREGON",762138,980829,224807,23608412,19912509,3695902
"1989-01-01 00:00:00","PENNSYLVANIA",1127284,1056898,70386,27826046,24964548,2861498
"1989-01-01 00:00:00","RHODE ISLAND",39614,38038,2445,791988,701570,90418
"1989-01-01 00:00:00","SOUTH CAROLINA",372604,368096,50209,9467061,6677796,2789265
"1989-01-01 00:00:00","SOUTH DAKOTA",193283,248183,53582,3682767,2270532,1412235
"1989-01-01 00:00:00","TENNESSEE",768426,772627,185212,12154310,8466268,3688042
"1989-01-01 00:00:00","TEXAS",1878278,2373007,94411,35634660,33532492,2102169
"1989-01-01 00:00:00","U.S. VIRGIN ISLANDS",124,124,124,,1334,
"1989-01-01 00:00:00","UTAH",394423,276765,163240,12747911,9101357,3646554
"1989-01-01 00:00:00","VERMONT",105230,102353,58698,3175791,1484789,1691002
"1989-01-01 00:00:00","VIRGINIA",622641,746458,85156,9958593,8995288,963305
"1989-01-01 00:00:00","WASHINGTON",846944,1070209,134463,26048075,23745207,2302868
"1989-01-01 00:00:00","WEST VIRGINIA",283436,509766,53632,6382708,5681196,701512
"1989-01-01 00:00:00","WISCONSIN",1535247,1344590,404492,32163540,18930859,13232682
"1989-01-01 00:00:00","WYOMING",247913,120838,167184,7620445,1841526,5778918
"1988-01-01 00:00:00","ALABAMA",612143,529844,113547,10149612,8143795,2005817
"1988-01-01 00:00:00","ALASKA",304487,180936,133051,8776443,3622547,5153897
"1988-01-01 00:00:00","ARIZONA",507864,486140,155137,10112882,9470412,642470
"1988-01-01 00:00:00","ARKANSAS",654371,574986,205013,15670326,11832176,3838149
"1988-01-01 00:00:00","CALIFORNIA",2347323,3352285,73432,82184861,79515985,2668873
"1988-01-01 00:00:00","COLORADO",747166,528632,313735,18132707,12210936,5921771
"1988-01-01 00:00:00","CONNECTICUT",203477,197020,6457,3328596,3150153,178443
"1988-01-01 00:00:00","DELAWARE",20227,21463,4016,262137,197999,64138
"1988-01-01 00:00:00","FLORIDA",844185,629951,223692,12908089,9328042,3580047
"1988-01-01 00:00:00","GEORGIA",748933,874879,54555,10605899,9707841,898060
"1988-01-01 00:00:00","HAWAII",7946,7943,257,57026,54473,2553
"1988-01-01 00:00:00","IDAHO",424117,305588,164079,9520471,5518970,4001501
"1988-01-01 00:00:00","ILLINOIS",815563,903387,40415,13377114,12450343,926771
"1988-01-01 00:00:00","INDIANA",650096,609339,116421,9701006,7882089,1818917
"1988-01-01 00:00:00","IOWA",465225,457482,39195,8856612,8094301,762311
"1988-01-01 00:00:00","KANSAS",315286,269793,47027,8237417,7236416,1001001
"1988-01-01 00:00:00","KENTUCKY",668636,579707,141192,10697203,8468438,2228765
"1988-01-01 00:00:00","LOUISIANA",578236,723914,47070,4946206,4494361,451845
"1988-01-01 00:00:00","MAINE",243566,176709,84202,9406537,5293385,4113152
"1988-01-01 00:00:00","MARYLAND",386294,406432,40392,6888983,5949313,939670
"1988-01-01 00:00:00","MASSACHUSETTS",234089,248555,9309,6020903,5691995,328908
"1988-01-01 00:00:00","MICHIGAN",1483910,1133949,373492,29744996,21554383,8190613
"1988-01-01 00:00:00","MINNESOTA",1474882,979788,254013,32680561,22795683,9884878
"1988-01-01 00:00:00","MISSISSIPPI",473879,391935,81944,6950457,5151393,1799064
"1988-01-01 00:00:00","MISSOURI",1007223,1575144,122003,17014455,14892098,2122357
"1988-01-01 00:00:00","MONTANA",349595,303891,270464,12636451,4109372,8527078
"1988-01-01 00:00:00","NEBRASKA",257665,269443,41078,6031033,5147265,883768
"1988-01-01 00:00:00","NEVADA",173230,197958,60949,5274659,3983130,1291529
"1988-01-01 00:00:00","NEW HAMPSHIRE",175117,117090,58713,4775397,2716646,2058753
"1988-01-01 00:00:00","NEW JERSEY",223052,348130,9527,7255163,6933807,321356
"1988-01-01 00:00:00","NEW MEXICO",252250,181469,81279,7049156,4668262,2380893
"1988-01-01 00:00:00","NEW YORK",1072768,939278,201648,21114471,16134033,4980440
"1988-01-01 00:00:00","NORTH CAROLINA",463618,503600,56738,12669697,11271916,1397780
"1988-01-01 00:00:00","NORTH DAKOTA",167222,176799,17427,2320810,1928442,392367
"1988-01-01 00:00:00","OHIO",1196243,1105442,90801,19274092,17296002,1978090
"1988-01-01 00:00:00","OKLAHOMA",607634,489183,108650,15996961,13211517,2785444
"1988-01-01 00:00:00","OREGON",725591,922584,193360,23406259,19953476,3452783
"1988-01-01 00:00:00","PENNSYLVANIA",1110054,1043626,66428,28359077,25556335,2802742
"1988-01-01 00:00:00","RHODE ISLAND",39123,36972,2800,535508,467167,68340
"1988-01-01 00:00:00","SOUTH CAROLINA",422881,404711,83166,7761837,5847067,1914770
